1.75	0.0289658	153.547
2.435	0.032672	-37.2068
3.12	0.0183834	-177.693
3.805	0.0599549	-107.635
4.49	0.0560023	-94.976
5.175	0.037318	76.9857
5.86	0.00811188	53.9544
6.545	0.0305748	-77.4923
7.23	0.0544287	150.585
7.915	0.074089	46.5956
8.6	0.0127426	-45.3461
9.285	0.0468432	-162.984
9.97	0.0294291	-4.32514
10.655	0.0207581	24.6652
11.34	0.0305787	-72.5906
12.025	0.0301445	-74.9931
12.71	0.0323434	30.9741
13.395	0.0302577	143.271
14.08	0.0269967	98.0092
14.765	0.00590211	63.8992
15.45	0.0568563	9.53215
